reviewTitle,reviewBody,final_sentiment,cluster,aspects
True fit,Fits like they should,negative,1,['Fits']
Durable,One of my new pup’s favorite toys!,positive,0,['toys']
Great Product!,Great Value!,positive,0,['Value']
Awesome,Great product!! Very sturdy,positive,0,"['product', 'sturdy']"
Ext cord,Very good for a space air conditioner that was a little too far away from the outlet. No problems at all with it.,positive,0,"['good', 'problems']"
Was a gift,Fit great,positive,0,['great']
Just what I needed,"Easy to use, good adhesion. Clean and dry area to be caulked. You cut off the tip at a 45º angle, squeeze out a narrow bead, and shape with a wet finger if necessary.  Replace the cap when finished. Give it 24 hours and you can use the shower/tub/whatever you caulked. Good value for the money.",positive,0,"['Easy', 'adhesion', 'area', 'value']"
No,The color is so bad in person,negative,1,['is']
not percale,"I love percale sheets -I like the cool crispness of them year round. I get that others like sateen, flannel, etc. but me - percale. I bought these because I needed 'deeper' sheets for a new mattress and they claimed to be percale. They are not in anyway a percale sheet -and they are scratchy. I've washed them many times -still scratchy. Soft, clingly, scratchy sheets.",negative,1,"['love', 'love', 'crispness', 'others', 'are', 'washed', 'sheets', 'sheets']"
Disappointed,I love the design but after 3 months of regular use 2 of the bowls started chipping.,positive,0,['love']
They set the bar!,Packaging was perfect! I'm so glad it came packaged in a box and not a bag! Shipping was fast and the product was.....BEAUTIFUL!,positive,0,"['was', ""'m"", 'was', 'was']"
Blades,Works as advertised,neutral,2,['Works']
Very good product.,Mosquito repellent and tick repellent.,positive,0,[]
Cuts the grease,This shampoo did a great job of helping to control how greasy my hair gets. It's way better than other shampoos aimed at greasy hair.,negative,1,"['job', 'gets', ""'s"", 'hair']"
Small,Love these but smaller than I anticipated,neutral,2,['Love']
Great product,Great product and service,positive,0,['product']
Best diffuser for curly hair,Works great. So glad I got this.Way better than the diffuser attachments that you can buy. Also very handy that you can take the diffuser part off if you need.,positive,0,"['Works', 'Works', 'glad', 'better', 'handy']"
Must have for safety on ladders,"After using a friends ladder with these, I've outfitted three of my extension ladders and will buy two more soon so I have them on all of them.  For working on uneven ground these work great and provide much safer stability than trying to shim one side with wood/etc.  These adjust very easy.  When it comes to ladder safety these are worth every penny vs having a ladder fall.",positive,0,"['For', 'ground', 'working', 'working', 'stability', 'provide', 'adjust', 'are', 'having']"
Perfect,Great poly bag set.,positive,0,['set']
Amazing results,I am so impressed with my purchase,positive,0,['am']
Worth every penny,Love these pillowcases don’t wake up sweating like I use to and able to sleep through the night.,positive,0,"['wake', 'use']"
great deal,"my only complaint would be that the box was covered in white dust/residue. somewhat of a concern considering I bought this for smokeables. but, the grinder is decent and the metal containers are great. I use this box as a bedside backup basically and it's pretty much perfect. you guys should throw in an ashtray that fits in one of the smaller sections and a poke tool and raise the price and it would be perfect!",positive,0,"['be', 'residue', 'of', 'is', 'are', 'much', ""'s"", 'be']"
Great for a big man,I love how the mattress adjust to my body The sleep quality is the best,positive,0,"['love', 'is']"
Lightweight & comfortable- Screws keep coming loose,I love my glasses but am disappointed because the screw on two of the three pair that came with my order keep coming loose and I had to buy a new one. Disappointed this is a reoccurring problem because I really like the glasses.,positive,0,"['love', 'love', 'coming', 'Disappointed', 'is', 'is']"
Poor quality,The connectors work well until you move the device that it’s plugged into then it loses connection and quit playing whatever media is being played,negative,1,"['loses', 'work', 'loses']"
Not quite like the pictures.,The product looks good but definitely not like the pics. The color looks faded in comparison to the vibrant colors in the pics.,negative,1,"['looks', 'looks', 'colors']"
Perfect!,Great quality no issues installing at my car!,positive,0,"['quality', 'issues']"
"Kind of thin, heats up really fast","The pot seems a little thin, which i think might be bad.  I'm not an expert, but things heat up faster than with my other pot, maybe that's good?  There is a tendency for stuff like chili to get too hot, even on my gas stoves' lowest setting, stuff bubbling like mad when on Warm...that's not good is it? I had to adjust to where there's hardly any flame at all to get my chili to just simmer( light bubbling).  So far no problem with sticking.",positive,0,"['be', 'heat', ""'s"", 'stuff', 'get', 'bubbling', 'like', 'on', ""'s"", 'problem']"
THESE ARE AMAZING!! CHANGED MY DOGS LIFE,"If your dog has seasonal or food allergies GET THESE! Skin rashes, hot spots, ear infections all gone. Made the mistake of forgetting to order some once and my dog immediately broke out until I bought more.",neutral,2,"['GET', 'gone', 'spots', 'rashes', 'Made', 'Made']"
Buy one size larger than you wear for shrinkage.,This product is great for any working person. You must buy at least one size larger than you wear due to shrinkage during washing.,negative,1,"['is', 'person']"
Perfect!,"Perfect for storing lunch,  snack and breakfast items for the school year!",positive,0,['Perfect']
EXCEPTIONAL condition,Packaged with the BEST protection for the box and literally in pristine condition. I wish everyone protected their products like you!,positive,0,"['protection', 'with', 'wish', 'protected']"
Not a fun bike to ride.,The price I paid for this bike is not worth it. Too small tire and very low clearance. Short driver handel makes it difficult to control,neutral,2,"['is', 'makes']"
Quality ingredients,Used this product for immune support burning these times. Since taking these I have not had a cold or any type of respiratory issues,positive,0,"['for', 'support', 'type', 'of']"
Great Robe!,Love this robe! The weight is perfect - not bulky but plenty warm.,positive,0,"['Love', 'bulky', 'is', 'bulky']"
Lovely,Lovely,positive,0,['Lovely']
Great Product - Poor Documentation,This product works well although would sell better if the company hired me to do a grammer and spell check on the paperwork. The current documents make the product seem less than legit.,positive,0,"['works', 'works', 'sell']"
Buddha.,Very good .,positive,0,['good']
Adequate for cars party.,Very funny for cars.,negative,1,['funny']
Yum,Best Atkins bar ever !!,positive,0,['Atkins']
Great buy!!!,My daughter absolutely loves these headphones!!! The regular kind don't stay in her ears for some reason so I bought these for her instead. Now all she ask me is if she can wear her headphones all day. She's 4 and likes to listen to music a lot. I was tired of hearing the same 4 songs over and over again so this was my solution and I don't regret it at all. Great buy!,positive,0,"['loves', ""'s"", 'was', 'was', 'buy']"
Works great!,Works exactly like how I wanted! It made my dog calmer when I left him at home and not as anxious! Perfect!,positive,0,"['Works', 'Works', 'made', 'at', 'Perfect']"
Never seen cracks like this!,Spider web like cracks on the front of the plates!! haven't had them 1 month yet and they are cracking!! Should've just kept using paper plates and saved my money!!!,positive,0,"['web', 'like', 'cracking']"
Chemical odor,Very strong chemical odor from bands.  Will be returning.,positive,0,"['odor', 'odor']"
Easy to use,I like the handle so you can stay out of the water in the bowl.  Cleans stains great.,positive,0,"['like', 'great', 'great']"
as pictured,Item arrived quickly. Exactly as pictured. There were only a few unusable pieces due to broken or defect.,positive,0,"['pieces', 'pieces', 'broken']"
